,Mean,2.5q,97.5q
z_subj(none).17,0.5217148683313566,0.5067398351259091,0.5398849447795614
z_subj(none).18,0.5215683162853204,0.5057714829986991,0.5398545458248721
z_subj(none).19,0.5213393879832975,0.5056888285927433,0.5391618319167489
z_subj(none).20,0.5184225946480627,0.5008207332652005,0.5339639948490562
z_subj(none).21,0.5228082067033107,0.5083542688043735,0.5419619585817738
z_subj(none).22,0.5274473685976369,0.5130282189657054,0.5517706435763472
z_subj(none).23,0.5149703804802743,0.49519739988479466,0.5285626930940645
z_subj(none).24,0.5122332435276219,0.48903830145751537,0.5268020735804009
z_subj(none).25,0.519872994683772,0.5038972392123079,0.5362747142653004
z_subj(none).26,0.518395979652042,0.5011559067341843,0.5337564468138416
z_subj(none).27,0.5226703406867824,0.5083075511363438,0.5421378156546077
z_subj(none).28,0.5208177650035937,0.5055349362232578,0.5381949189596539
z_subj(none).33,0.5203635355979211,0.5045601165668748,0.5372526779826721
z_subj(none).44,0.5198265692333752,0.5038148313125848,0.5364899196540768
z_subj(none).55,0.5163726012470446,0.4976791904714266,0.5307298093581871
z_subj(none).66,0.5224236925909215,0.5076469187090317,0.5409198674959984
z_subj(none).68,0.5164616438704137,0.49757386260117276,0.5309906025240657
z_subj(none).69,0.5156662625620227,0.4953749972254221,0.5300917759233604
